Name,url,description,note,sortOrder
Uber Eats,https://www.ubereats.com/gb/store/the-bank-restaurant-%26-bar/X5FsBnS4WDG-r-a2vtrtog,"Order delivery or collection direct via Uber Eats. Mains, sides, desserts and drinks available.",BOGOF on burgers!,1
